gene_id,gene_symbol,chromosome,start_pos,end_pos
Gene_2514,GENE2514,chr5,61418,189587
Gene_2515,GENE2515,chr16,84879,106027
Gene_2516,GENE2516,chr4,49124,131669
Gene_2517,GENE2517,chr5,74162,156109
Gene_2518,GENE2518,chr18,65862,126577
Gene_2519,GENE2519,chr4,18175,153469
Gene_2520,GENE2520,chr2,16021,142514
Gene_2521,GENE2521,chr14,44855,163308
Gene_2522,GENE2522,chr20,97868,190045
Gene_2523,GENE2523,chr11,54222,171168
Gene_2524,GENE2524,chr5,10885,163888
Gene_2525,GENE2525,chr21,15210,199281
Gene_2526,GENE2526,chr16,68949,139575
Gene_2527,GENE2527,chr9,90185,155598
Gene_2528,GENE2528,chr20,57400,182612
Gene_2529,GENE2529,chr8,25218,108125
Gene_2530,GENE2530,chr11,63798,138821
Gene_2531,GENE2531,chr22,30087,127429
Gene_2532,GENE2532,chr10,8571,184952
Gene_2533,GENE2533,chr3,74478,102821
Gene_2534,GENE2534,chr9,97378,182706
Gene_2535,GENE2535,chr4,73903,129953
Gene_2536,GENE2536,chr12,17829,122814
Gene_2537,GENE2537,chr9,28767,197492
Gene_2538,GENE2538,chr21,36024,109783
Gene_2539,GENE2539,chr18,23083,189848
Gene_2540,GENE2540,chr22,77216,165024
Gene_2541,GENE2541,chr8,36965,135946
Gene_2542,GENE2542,chr3,70758,136071
Gene_2543,GENE2543,chr7,4163,130265
Gene_2544,GENE2544,chr17,79735,124761
Gene_2545,GENE2545,chr8,65002,162201
Gene_2546,GENE2546,chr10,56129,153329
Gene_2547,GENE2547,chr12,72575,140854
Gene_2548,GENE2548,chr21,27895,108666
Gene_2549,GENE2549,chr11,81798,180729
Gene_2550,GENE2550,chr2,60478,195183
Gene_2551,GENE2551,chr9,4998,196532
Gene_2552,GENE2552,chr14,25718,193448
Gene_2553,GENE2553,chr5,62465,132899
Gene_2554,GENE2554,chr19,40277,165251
Gene_2555,GENE2555,chr14,50335,121643
Gene_2556,GENE2556,chr18,6256,195429
Gene_2557,GENE2557,chr13,59443,150232
Gene_2558,GENE2558,chr16,85067,137542
Gene_2559,GENE2559,chr18,75552,121980
Gene_2560,GENE2560,chr21,44735,186918
Gene_2561,GENE2561,chr13,41031,157720
Gene_2562,GENE2562,chr1,66877,135128
Gene_2563,GENE2563,chr5,7118,191968
Gene_2564,GENE2564,chr19,47088,170142
Gene_2565,GENE2565,chr8,94060,185401
Gene_2566,GENE2566,chr22,20839,112849
Gene_2567,GENE2567,chr4,20345,153052
Gene_2568,GENE2568,chr3,60476,155776
Gene_2569,GENE2569,chr22,35139,189825
Gene_2570,GENE2570,chr2,32994,152706
Gene_2571,GENE2571,chr1,48830,181954
Gene_2572,GENE2572,chr20,68585,103395
Gene_2573,GENE2573,chr15,76895,183424
Gene_2574,GENE2574,chr9,27434,153961
Gene_2575,GENE2575,chr13,9340,132669
Gene_2576,GENE2576,chr16,30214,167992
Gene_2577,GENE2577,chr8,35733,177189
Gene_2578,GENE2578,chr1,14952,138700
Gene_2579,GENE2579,chr6,25692,156143
Gene_2580,GENE2580,chr11,39597,156665
Gene_2581,GENE2581,chr4,70713,140734
Gene_2582,GENE2582,chr3,4132,170451
Gene_2583,GENE2583,chr12,73028,183917
Gene_2584,GENE2584,chr20,68952,149188
Gene_2585,GENE2585,chr16,37005,133992
Gene_2586,GENE2586,chr10,18192,115485
Gene_2587,GENE2587,chr4,70773,173587
Gene_2588,GENE2588,chr5,15098,106449
Gene_2589,GENE2589,chr21,7136,178231
Gene_2590,GENE2590,chr10,79070,155147
Gene_2591,GENE2591,chr8,8741,171118
Gene_2592,GENE2592,chr17,72123,110327
Gene_2593,GENE2593,chr17,78007,159566
Gene_2594,GENE2594,chr5,92130,117177
Gene_2595,GENE2595,chr9,26128,167876
Gene_2596,GENE2596,chr20,33133,100895
Gene_2597,GENE2597,chr12,63890,132297
Gene_2598,GENE2598,chr12,56766,139801
Gene_2599,GENE2599,chr17,30973,130477
Gene_2600,GENE2600,chr14,70548,193051
Gene_2601,GENE2601,chr20,2160,115604
Gene_2602,GENE2602,chr16,83219,198269
Gene_2603,GENE2603,chr18,61458,122652
Gene_2604,GENE2604,chr16,20914,168636
Gene_2605,GENE2605,chr4,14689,140098
Gene_2606,GENE2606,chr2,67130,121099
Gene_2607,GENE2607,chr12,23539,193932
Gene_2608,GENE2608,chr1,82338,199891
Gene_2609,GENE2609,chr19,89280,179280
Gene_2610,GENE2610,chr10,45319,172662
Gene_2611,GENE2611,chr16,80880,117069
Gene_2612,GENE2612,chr10,69054,126300
Gene_2613,GENE2613,chr21,71120,147454
Gene_2614,GENE2614,chr9,58716,102107
Gene_2615,GENE2615,chr17,93953,150619
Gene_2616,GENE2616,chr14,69228,179781
Gene_2617,GENE2617,chr9,82397,153528
Gene_2618,GENE2618,chr10,63000,164428
Gene_2619,GENE2619,chr5,96061,185087
Gene_2620,GENE2620,chr12,72811,118037
Gene_2621,GENE2621,chr6,44081,146885
Gene_2622,GENE2622,chr6,51394,113169
Gene_2623,GENE2623,chr17,68037,109888
Gene_2624,GENE2624,chr5,80061,104660
Gene_2625,GENE2625,chr10,76142,199354
Gene_2626,GENE2626,chr6,48731,163423
Gene_2627,GENE2627,chr10,21064,193783
Gene_2628,GENE2628,chr16,74085,176614
Gene_2629,GENE2629,chr6,14999,110530
Gene_2630,GENE2630,chr6,59542,198663
Gene_2631,GENE2631,chr1,51308,189260
Gene_2632,GENE2632,chr15,73163,113531
Gene_2633,GENE2633,chr16,88034,103040
Gene_2634,GENE2634,chr16,26452,182664
Gene_2635,GENE2635,chr14,90284,173945
Gene_2636,GENE2636,chr5,50343,172359
Gene_2637,GENE2637,chr16,74449,156133
Gene_2638,GENE2638,chr16,42777,109200
Gene_2639,GENE2639,chr2,12810,133122
Gene_2640,GENE2640,chr5,1447,142564
Gene_2641,GENE2641,chr11,40002,162842
Gene_2642,GENE2642,chr2,62579,143364
Gene_2643,GENE2643,chr4,42928,123704
Gene_2644,GENE2644,chr3,60719,108462
Gene_2645,GENE2645,chr22,27056,133654
Gene_2646,GENE2646,chr14,55841,145166
Gene_2647,GENE2647,chr13,22235,156558
Gene_2648,GENE2648,chr19,51700,157263
Gene_2649,GENE2649,chr2,70287,175727
Gene_2650,GENE2650,chr18,17673,121471
Gene_2651,GENE2651,chr8,4324,198917
Gene_2652,GENE2652,chr17,99351,109037
Gene_2653,GENE2653,chr8,6754,105327
Gene_2654,GENE2654,chr14,31515,100708
Gene_2655,GENE2655,chr8,80970,124666
Gene_2656,GENE2656,chr5,9644,194379
Gene_2657,GENE2657,chr4,21335,144027
Gene_2658,GENE2658,chr13,22991,193930
Gene_2659,GENE2659,chr15,28844,157045
Gene_2660,GENE2660,chr11,94974,148001
Gene_2661,GENE2661,chr2,65318,131905
Gene_2662,GENE2662,chr12,78149,170638
Gene_2663,GENE2663,chr16,79694,138903
Gene_2664,GENE2664,chr17,98604,159748
Gene_2665,GENE2665,chr20,9105,195921
Gene_2666,GENE2666,chr11,69639,127724
Gene_2667,GENE2667,chr14,96822,195103
Gene_2668,GENE2668,chr8,56623,154543
Gene_2669,GENE2669,chr22,89877,197771
Gene_2670,GENE2670,chr13,7409,132221
Gene_2671,GENE2671,chr15,72915,131921
Gene_2672,GENE2672,chr20,11096,140032
Gene_2673,GENE2673,chr18,68948,172936
Gene_2674,GENE2674,chr17,59277,117129
Gene_2675,GENE2675,chr18,86948,143312
Gene_2676,GENE2676,chr11,49639,172410
Gene_2677,GENE2677,chr14,93635,127050
Gene_2678,GENE2678,chr6,94721,194699
Gene_2679,GENE2679,chr18,72656,112166
Gene_2680,GENE2680,chr6,69773,199841
Gene_2681,GENE2681,chr1,87375,111502
Gene_2682,GENE2682,chr1,68806,183396
Gene_2683,GENE2683,chr6,30458,118055
Gene_2684,GENE2684,chr9,35049,161332
Gene_2685,GENE2685,chr2,86875,153161
Gene_2686,GENE2686,chr19,7823,183977
Gene_2687,GENE2687,chr18,19681,144401
Gene_2688,GENE2688,chr12,93320,164635
Gene_2689,GENE2689,chr19,26121,172667
Gene_2690,GENE2690,chr14,1869,159968
Gene_2691,GENE2691,chr7,27066,128319
Gene_2692,GENE2692,chr1,95960,103552
Gene_2693,GENE2693,chr14,30554,102859
Gene_2694,GENE2694,chr13,70702,175499
Gene_2695,GENE2695,chr9,1172,121883
Gene_2696,GENE2696,chr3,52757,164838
Gene_2697,GENE2697,chr7,8549,184373
Gene_2698,GENE2698,chr20,21821,170586
Gene_2699,GENE2699,chr19,42081,110528
Gene_2700,GENE2700,chr13,43992,166063
Gene_2701,GENE2701,chr19,97328,133680
Gene_2702,GENE2702,chr22,54037,127694
Gene_2703,GENE2703,chr15,38675,114056
Gene_2704,GENE2704,chr11,84403,159946
Gene_2705,GENE2705,chr11,54837,132350
Gene_2706,GENE2706,chr15,59082,165630
Gene_2707,GENE2707,chr13,37753,125227
Gene_2708,GENE2708,chr10,42718,167015
Gene_2709,GENE2709,chr2,95362,142055
Gene_2710,GENE2710,chr3,77002,132300
Gene_2711,GENE2711,chr1,44786,114521
Gene_2712,GENE2712,chr4,49874,178936
Gene_2713,GENE2713,chr4,44683,199568
Gene_2714,GENE2714,chr14,84070,111685
Gene_2715,GENE2715,chr14,74010,109394
Gene_2716,GENE2716,chr20,33703,151021
Gene_2717,GENE2717,chr18,96445,186901
Gene_2718,GENE2718,chr20,48505,138762
Gene_2719,GENE2719,chr11,73597,147210
Gene_2720,GENE2720,chr9,91234,118841
Gene_2721,GENE2721,chr1,41771,109713
Gene_2722,GENE2722,chr19,26820,124657
Gene_2723,GENE2723,chr9,56873,141398
Gene_2724,GENE2724,chr1,39207,100967
Gene_2725,GENE2725,chr12,56420,143303
Gene_2726,GENE2726,chr8,5174,156690
Gene_2727,GENE2727,chr6,63157,101057
Gene_2728,GENE2728,chr1,32505,121107
Gene_2729,GENE2729,chr6,95871,170940
Gene_2730,GENE2730,chr5,57820,122066
Gene_2731,GENE2731,chr7,16442,196001
Gene_2732,GENE2732,chr18,63234,148246
Gene_2733,GENE2733,chr17,59878,110760
Gene_2734,GENE2734,chr10,84296,197844
Gene_2735,GENE2735,chr1,46954,159439
Gene_2736,GENE2736,chr5,92622,114740
Gene_2737,GENE2737,chr2,56778,139092
Gene_2738,GENE2738,chr6,70357,146648
Gene_2739,GENE2739,chr4,47854,138199
Gene_2740,GENE2740,chr1,2196,160784
Gene_2741,GENE2741,chr15,81926,184574
Gene_2742,GENE2742,chr16,47433,181704
Gene_2743,GENE2743,chr6,25796,171330
Gene_2744,GENE2744,chr7,71464,158737
Gene_2745,GENE2745,chr16,30501,189289
Gene_2746,GENE2746,chr15,7467,166263
Gene_2747,GENE2747,chr6,14793,161317
Gene_2748,GENE2748,chr5,89315,167545
Gene_2749,GENE2749,chr7,37818,139595
Gene_2750,GENE2750,chr18,47367,186713
Gene_2751,GENE2751,chr18,26632,141455
Gene_2752,GENE2752,chr14,23831,136257
Gene_2753,GENE2753,chr15,73053,127874
Gene_2754,GENE2754,chr16,13692,110115
Gene_2755,GENE2755,chr18,68725,145943
Gene_2756,GENE2756,chr4,70788,163254
Gene_2757,GENE2757,chr22,52586,147897
Gene_2758,GENE2758,chr12,49173,177577
Gene_2759,GENE2759,chr8,2305,161181
Gene_2760,GENE2760,chr16,60606,107750
Gene_2761,GENE2761,chr16,73976,156364
Gene_2762,GENE2762,chr6,15297,120665
Gene_2763,GENE2763,chr10,69579,112854
Gene_2764,GENE2764,chr11,20326,184965
Gene_2765,GENE2765,chr14,64014,177130
Gene_2766,GENE2766,chr5,72374,161784
Gene_2767,GENE2767,chr7,23293,193101
Gene_2768,GENE2768,chr10,19741,177707
Gene_2769,GENE2769,chr7,16222,167128
Gene_2770,GENE2770,chr3,34594,119006
Gene_2771,GENE2771,chr14,94722,134781
Gene_2772,GENE2772,chr17,96135,137549
Gene_2773,GENE2773,chr13,6265,120814
Gene_2774,GENE2774,chr10,16352,128273
Gene_2775,GENE2775,chr1,59221,166802
Gene_2776,GENE2776,chr10,88269,134883
Gene_2777,GENE2777,chr13,42278,161093
Gene_2778,GENE2778,chr10,2385,178599
Gene_2779,GENE2779,chr21,43671,126870
Gene_2780,GENE2780,chr15,27080,122249
Gene_2781,GENE2781,chr9,79597,188263
Gene_2782,GENE2782,chr19,88842,165689
Gene_2783,GENE2783,chr2,81077,193951
Gene_2784,GENE2784,chr15,69767,175375
Gene_2785,GENE2785,chr18,28929,154615
Gene_2786,GENE2786,chr19,5902,187651
Gene_2787,GENE2787,chr3,4328,129161
Gene_2788,GENE2788,chr6,79972,181750
Gene_2789,GENE2789,chr11,75825,102198
Gene_2790,GENE2790,chr20,63245,194805
Gene_2791,GENE2791,chr14,13460,155516
Gene_2792,GENE2792,chr16,90707,121457
Gene_2793,GENE2793,chr22,5758,116409
Gene_2794,GENE2794,chr17,88589,112613
Gene_2795,GENE2795,chr13,87426,132499
Gene_2796,GENE2796,chr15,8391,162898
Gene_2797,GENE2797,chr6,81561,109498
Gene_2798,GENE2798,chr1,69694,176282
Gene_2799,GENE2799,chr14,90856,126291
Gene_2800,GENE2800,chr6,70151,127032
Gene_2801,GENE2801,chr16,23198,139235
Gene_2802,GENE2802,chr9,89625,133951
Gene_2803,GENE2803,chr6,82802,141235
Gene_2804,GENE2804,chr7,7246,163808
Gene_2805,GENE2805,chr21,9316,173407
Gene_2806,GENE2806,chr21,43684,165250
Gene_2807,GENE2807,chr13,84229,193013
Gene_2808,GENE2808,chr14,49405,114235
Gene_2809,GENE2809,chr10,69732,165285
Gene_2810,GENE2810,chr18,65880,100541
Gene_2811,GENE2811,chr9,77873,116235
Gene_2812,GENE2812,chr9,66783,121499
Gene_2813,GENE2813,chr6,63589,172209
Gene_2814,GENE2814,chr20,88027,175379
Gene_2815,GENE2815,chr21,32941,198625
Gene_2816,GENE2816,chr1,11072,143187
Gene_2817,GENE2817,chr20,37979,148616
Gene_2818,GENE2818,chr22,87048,176863
Gene_2819,GENE2819,chr11,48057,198915
Gene_2820,GENE2820,chr17,22842,155571
Gene_2821,GENE2821,chr17,26899,134201
Gene_2822,GENE2822,chr7,89227,174021
Gene_2823,GENE2823,chr2,17429,149756
Gene_2824,GENE2824,chr3,83846,184554
Gene_2825,GENE2825,chr11,42137,136936
Gene_2826,GENE2826,chr8,31520,193356
Gene_2827,GENE2827,chr14,80680,167407
Gene_2828,GENE2828,chr13,31549,138751
Gene_2829,GENE2829,chr2,60151,134001
Gene_2830,GENE2830,chr2,15131,157777
Gene_2831,GENE2831,chr10,83174,163023
Gene_2832,GENE2832,chr12,14410,160078
Gene_2833,GENE2833,chr3,60262,173443
Gene_2834,GENE2834,chr4,6499,180845
Gene_2835,GENE2835,chr8,32946,167171
Gene_2836,GENE2836,chr14,69022,153028
Gene_2837,GENE2837,chr22,33183,199904
Gene_2838,GENE2838,chr7,90820,165757
Gene_2839,GENE2839,chr16,88887,126550
Gene_2840,GENE2840,chr21,99302,125089
Gene_2841,GENE2841,chr20,26755,188973
Gene_2842,GENE2842,chr16,24174,154346
Gene_2843,GENE2843,chr20,57397,198936
Gene_2844,GENE2844,chr13,48391,131185
Gene_2845,GENE2845,chr7,6662,106346
Gene_2846,GENE2846,chr2,85312,128372
Gene_2847,GENE2847,chr12,56382,130058
Gene_2848,GENE2848,chr9,87694,170755
Gene_2849,GENE2849,chr2,42488,100597
Gene_2850,GENE2850,chr13,35527,112491
Gene_2851,GENE2851,chr13,41156,138661
Gene_2852,GENE2852,chr18,58327,126389
Gene_2853,GENE2853,chr18,98705,175918
Gene_2854,GENE2854,chr22,17309,176813
Gene_2855,GENE2855,chr8,41715,154081
Gene_2856,GENE2856,chr4,16651,124409
Gene_2857,GENE2857,chr12,98617,198612
Gene_2858,GENE2858,chr12,73769,180326
Gene_2859,GENE2859,chr2,41484,119856
Gene_2860,GENE2860,chr20,45119,155935
Gene_2861,GENE2861,chr11,30308,113854
Gene_2862,GENE2862,chr8,9673,194101
Gene_2863,GENE2863,chr10,92998,161110
Gene_2864,GENE2864,chr6,86572,161382
Gene_2865,GENE2865,chr2,23852,104088
Gene_2866,GENE2866,chr6,32048,121770
Gene_2867,GENE2867,chr21,79650,133464
Gene_2868,GENE2868,chr5,82129,135704
Gene_2869,GENE2869,chr21,7914,152586
Gene_2870,GENE2870,chr9,44965,191978
Gene_2871,GENE2871,chr21,51206,135468
Gene_2872,GENE2872,chr16,45299,179585
Gene_2873,GENE2873,chr13,65597,187109
Gene_2874,GENE2874,chr21,83526,103112
Gene_2875,GENE2875,chr6,67886,140503
Gene_2876,GENE2876,chr6,10410,176562
Gene_2877,GENE2877,chr10,67220,153082
Gene_2878,GENE2878,chr15,17541,124244
Gene_2879,GENE2879,chr4,29070,107609
Gene_2880,GENE2880,chr22,72168,121840
Gene_2881,GENE2881,chr5,37825,163679
Gene_2882,GENE2882,chr20,21469,177513
Gene_2883,GENE2883,chr22,34329,177422
Gene_2884,GENE2884,chr13,27974,164564
Gene_2885,GENE2885,chr13,56518,174198
Gene_2886,GENE2886,chr13,98762,181943
Gene_2887,GENE2887,chr12,51056,170008
Gene_2888,GENE2888,chr17,83513,163223
Gene_2889,GENE2889,chr21,36871,116265
Gene_2890,GENE2890,chr6,48607,136072
Gene_2891,GENE2891,chr21,70721,168395
Gene_2892,GENE2892,chr6,18368,121496
Gene_2893,GENE2893,chr2,95176,109445
Gene_2894,GENE2894,chr4,97410,174052
Gene_2895,GENE2895,chr21,66695,108170
Gene_2896,GENE2896,chr17,98854,165765
Gene_2897,GENE2897,chr22,55814,176332
Gene_2898,GENE2898,chr17,75712,111392
Gene_2899,GENE2899,chr1,44626,143809
Gene_2900,GENE2900,chr14,94671,171210
Gene_2901,GENE2901,chr10,22266,107625
Gene_2902,GENE2902,chr7,10969,170616
Gene_2903,GENE2903,chr22,39747,162241
Gene_2904,GENE2904,chr14,99140,142980
Gene_2905,GENE2905,chr14,13709,149273
Gene_2906,GENE2906,chr21,32904,183738
Gene_2907,GENE2907,chr16,87019,101744
Gene_2908,GENE2908,chr2,27098,134988
Gene_2909,GENE2909,chr18,3698,106400
Gene_2910,GENE2910,chr9,84363,172813
Gene_2911,GENE2911,chr4,77604,181314
Gene_2912,GENE2912,chr18,26058,194377
Gene_2913,GENE2913,chr12,64772,189120
Gene_2914,GENE2914,chr18,77198,110391
Gene_2915,GENE2915,chr6,47470,195075
Gene_2916,GENE2916,chr15,68242,176468
Gene_2917,GENE2917,chr10,20284,141937
Gene_2918,GENE2918,chr15,77446,148853
Gene_2919,GENE2919,chr13,66470,123739
Gene_2920,GENE2920,chr1,37361,121711
Gene_2921,GENE2921,chr10,58714,159771
Gene_2922,GENE2922,chr18,68545,129605
Gene_2923,GENE2923,chr19,24165,145125
Gene_2924,GENE2924,chr7,69519,134409
Gene_2925,GENE2925,chr3,78003,155406
Gene_2926,GENE2926,chr2,61584,121606
Gene_2927,GENE2927,chr19,95695,106942
Gene_2928,GENE2928,chr15,24604,156854
Gene_2929,GENE2929,chr7,40624,167159
Gene_2930,GENE2930,chr4,26004,163113
Gene_2931,GENE2931,chr15,48298,129024
Gene_2932,GENE2932,chr3,42694,187287
Gene_2933,GENE2933,chr20,64197,176740
Gene_2934,GENE2934,chr21,97059,130465
Gene_2935,GENE2935,chr7,9935,164815
Gene_2936,GENE2936,chr8,92828,127228
Gene_2937,GENE2937,chr21,65680,160144
Gene_2938,GENE2938,chr15,98655,173196
Gene_2939,GENE2939,chr21,9844,171407
Gene_2940,GENE2940,chr14,24029,134515
Gene_2941,GENE2941,chr11,73718,197748
Gene_2942,GENE2942,chr13,45572,194689
Gene_2943,GENE2943,chr11,42651,181028
Gene_2944,GENE2944,chr9,32856,125344
Gene_2945,GENE2945,chr5,63377,165296
Gene_2946,GENE2946,chr14,45258,171102
Gene_2947,GENE2947,chr7,65577,186952
Gene_2948,GENE2948,chr11,68253,132489
Gene_2949,GENE2949,chr22,61634,179763
Gene_2950,GENE2950,chr11,31914,117124
Gene_2951,GENE2951,chr2,86437,192693
Gene_2952,GENE2952,chr18,69779,103251
Gene_2953,GENE2953,chr14,89401,181744
Gene_2954,GENE2954,chr18,51155,106637
Gene_2955,GENE2955,chr21,60229,198408
Gene_2956,GENE2956,chr6,79067,150875
Gene_2957,GENE2957,chr22,41376,109963
Gene_2958,GENE2958,chr14,46976,120582
Gene_2959,GENE2959,chr19,13854,166051
Gene_2960,GENE2960,chr12,39201,188466
Gene_2961,GENE2961,chr11,8260,170035
Gene_2962,GENE2962,chr20,54836,174125
Gene_2963,GENE2963,chr13,97078,185406
Gene_2964,GENE2964,chr16,24637,106446
Gene_2965,GENE2965,chr19,69888,105467
Gene_2966,GENE2966,chr16,26006,123031
Gene_2967,GENE2967,chr4,50473,104412
Gene_2968,GENE2968,chr9,89001,105675
Gene_2969,GENE2969,chr3,90248,151225
Gene_2970,GENE2970,chr14,34950,161639
Gene_2971,GENE2971,chr9,77352,170672
Gene_2972,GENE2972,chr5,84643,100546
Gene_2973,GENE2973,chr13,51061,140019
Gene_2974,GENE2974,chr17,95226,121692
Gene_2975,GENE2975,chr5,31292,120116
Gene_2976,GENE2976,chr8,11546,144150
Gene_2977,GENE2977,chr13,52423,159431
Gene_2978,GENE2978,chr7,22428,146514
Gene_2979,GENE2979,chr11,46841,178838
Gene_2980,GENE2980,chr20,75295,184257
Gene_2981,GENE2981,chr19,2282,145669
Gene_2982,GENE2982,chr21,20536,136007
Gene_2983,GENE2983,chr15,24126,130822
Gene_2984,GENE2984,chr7,3038,116591
Gene_2985,GENE2985,chr1,12782,130855
Gene_2986,GENE2986,chr16,1492,123013
Gene_2987,GENE2987,chr18,14153,105101
Gene_2988,GENE2988,chr2,49787,118787
Gene_2989,GENE2989,chr5,83600,129432
Gene_2990,GENE2990,chr22,14965,173438
Gene_2991,GENE2991,chr14,35640,111486
Gene_2992,GENE2992,chr1,79398,150135
Gene_2993,GENE2993,chr4,2507,196700
Gene_2994,GENE2994,chr7,38503,147606
Gene_2995,GENE2995,chr7,46211,148042
Gene_2996,GENE2996,chr21,59020,197418
Gene_2997,GENE2997,chr19,35936,199090
Gene_2998,GENE2998,chr5,89140,148185
Gene_2999,GENE2999,chr16,59211,169983
