peak_id,chromosome,start_pos,end_pos
Peak_3345,chr8,45048,114659
Peak_3346,chr2,58216,198134
Peak_3347,chr12,55331,125509
Peak_3348,chr12,53118,142053
Peak_3349,chr9,49224,147604
Peak_3350,chr1,19866,112367
Peak_3351,chr10,22366,192441
Peak_3352,chr21,71688,191018
Peak_3353,chr20,33109,128010
Peak_3354,chr1,9846,120147
Peak_3355,chr2,23151,108919
Peak_3356,chr14,96738,124116
Peak_3357,chr15,95076,136693
Peak_3358,chr2,38323,197753
Peak_3359,chr6,22175,162646
Peak_3360,chr4,3949,151954
Peak_3361,chr21,80001,108620
Peak_3362,chr6,21517,150821
Peak_3363,chr16,56067,131936
Peak_3364,chr12,12426,190226
Peak_3365,chr9,35085,133336
Peak_3366,chr10,31821,196303
Peak_3367,chr4,28036,148459
Peak_3368,chr22,15470,117939
Peak_3369,chr8,46344,116482
Peak_3370,chr11,10044,128237
Peak_3371,chr6,99646,169531
Peak_3372,chr5,99091,142022
Peak_3373,chr11,66682,156024
Peak_3374,chr3,56550,130403
Peak_3375,chr21,34027,120819
Peak_3376,chr13,46259,184345
Peak_3377,chr12,88457,188079
Peak_3378,chr3,1120,137347
Peak_3379,chr19,39590,131565
Peak_3380,chr11,38238,177932
Peak_3381,chr7,8271,181583
Peak_3382,chr9,64283,117881
Peak_3383,chr17,55622,199329
Peak_3384,chr15,94356,133641
Peak_3385,chr8,90596,101343
Peak_3386,chr12,60471,191739
Peak_3387,chr6,89906,197462
Peak_3388,chr13,62327,121851
Peak_3389,chr10,1800,148199
Peak_3390,chr2,34625,145766
Peak_3391,chr7,62012,124463
Peak_3392,chr9,3122,144136
Peak_3393,chr7,82884,100412
Peak_3394,chr3,28380,145253
Peak_3395,chr13,52056,104565
Peak_3396,chr8,38826,194061
Peak_3397,chr21,65103,139723
Peak_3398,chr1,41770,131285
Peak_3399,chr16,16077,160021
Peak_3400,chr4,50563,117513
Peak_3401,chr11,97775,148434
Peak_3402,chr15,16487,117503
Peak_3403,chr3,56825,157477
Peak_3404,chr14,35324,151093
Peak_3405,chr17,54316,181641
Peak_3406,chr14,26752,171408
Peak_3407,chr14,27998,172519
Peak_3408,chr5,76070,128926
Peak_3409,chr12,74588,185290
Peak_3410,chr12,47725,119707
Peak_3411,chr12,26160,135279
Peak_3412,chr22,92814,159297
Peak_3413,chr16,71040,107701
Peak_3414,chr19,64459,131933
Peak_3415,chr11,50818,193774
Peak_3416,chr19,32381,167647
Peak_3417,chr11,80287,160006
Peak_3418,chr10,36704,110078
Peak_3419,chr11,26409,183787
Peak_3420,chr16,93761,184089
Peak_3421,chr13,15533,100530
Peak_3422,chr6,81597,112583
Peak_3423,chr14,43162,119340
Peak_3424,chr14,34649,172650
Peak_3425,chr1,91679,190006
Peak_3426,chr11,13558,123632
Peak_3427,chr19,75213,100611
Peak_3428,chr16,19713,134410
Peak_3429,chr17,2127,105573
Peak_3430,chr13,53617,153914
Peak_3431,chr15,16069,159234
Peak_3432,chr22,2525,126986
Peak_3433,chr3,57353,136062
Peak_3434,chr7,47099,156452
Peak_3435,chr18,59817,123660
Peak_3436,chr9,4425,145713
Peak_3437,chr21,20308,192954
Peak_3438,chr7,70306,196776
Peak_3439,chr17,26730,118656
Peak_3440,chr18,36055,118912
Peak_3441,chr6,33192,143970
Peak_3442,chr17,80030,101850
Peak_3443,chr11,70344,108676
Peak_3444,chr10,36427,192726
Peak_3445,chr3,78653,192029
Peak_3446,chr5,82572,147668
Peak_3447,chr9,30607,161448
Peak_3448,chr4,43976,146285
Peak_3449,chr6,60846,169129
Peak_3450,chr8,39034,109390
Peak_3451,chr2,14450,137942
Peak_3452,chr11,53234,170211
Peak_3453,chr15,70034,172407
Peak_3454,chr8,25941,115402
Peak_3455,chr13,34045,164135
Peak_3456,chr4,30203,100378
Peak_3457,chr3,30326,155733
Peak_3458,chr12,18858,161625
Peak_3459,chr7,90828,145812
Peak_3460,chr7,92305,159237
Peak_3461,chr17,88633,187848
Peak_3462,chr2,90030,196647
Peak_3463,chr13,86536,133291
Peak_3464,chr17,72201,150003
Peak_3465,chr19,60508,109665
Peak_3466,chr4,25453,159010
Peak_3467,chr20,21767,196849
Peak_3468,chr15,66073,170169
Peak_3469,chr11,86476,132906
Peak_3470,chr2,83712,148186
Peak_3471,chr3,10106,190061
Peak_3472,chr10,10547,163930
Peak_3473,chr9,73996,192804
Peak_3474,chr10,64071,128193
Peak_3475,chr12,3405,125096
Peak_3476,chr21,77602,165514
Peak_3477,chr20,85115,112889
Peak_3478,chr13,76470,144953
Peak_3479,chr11,75226,118533
Peak_3480,chr13,35091,183841
Peak_3481,chr18,49966,129398
Peak_3482,chr5,90256,126304
Peak_3483,chr22,45034,158688
Peak_3484,chr1,63157,167944
Peak_3485,chr1,86252,106073
Peak_3486,chr10,61986,137477
Peak_3487,chr16,16509,195760
Peak_3488,chr11,83197,162155
Peak_3489,chr14,20910,198357
Peak_3490,chr13,14007,155339
Peak_3491,chr11,50191,177213
Peak_3492,chr19,21219,188906
Peak_3493,chr11,66182,193370
Peak_3494,chr21,41945,119128
Peak_3495,chr17,56061,184331
Peak_3496,chr6,2030,174157
Peak_3497,chr15,94958,123494
Peak_3498,chr11,92032,196845
Peak_3499,chr1,29585,125765
Peak_3500,chr13,74654,187975
Peak_3501,chr9,8038,162396
Peak_3502,chr2,25491,149670
Peak_3503,chr5,19622,132448
Peak_3504,chr20,79337,148242
Peak_3505,chr16,7773,169815
Peak_3506,chr5,28792,127884
Peak_3507,chr5,46905,143638
Peak_3508,chr7,70314,164720
Peak_3509,chr15,46968,123933
Peak_3510,chr16,60578,110046
Peak_3511,chr20,8590,155718
Peak_3512,chr12,59502,190432
Peak_3513,chr11,53337,107123
Peak_3514,chr14,58117,165488
Peak_3515,chr14,78175,177534
Peak_3516,chr2,79554,188342
Peak_3517,chr8,84568,181303
Peak_3518,chr2,84336,155452
Peak_3519,chr19,41901,130103
Peak_3520,chr16,66041,174505
Peak_3521,chr15,95866,178211
Peak_3522,chr15,43326,146378
Peak_3523,chr5,59092,119703
Peak_3524,chr2,85402,154311
Peak_3525,chr11,72764,114171
Peak_3526,chr19,57673,107490
Peak_3527,chr4,52310,193004
Peak_3528,chr7,25448,129612
Peak_3529,chr15,18310,108853
Peak_3530,chr17,7163,145571
Peak_3531,chr13,76768,172304
Peak_3532,chr22,31461,162831
Peak_3533,chr14,36830,193138
Peak_3534,chr2,84675,182590
Peak_3535,chr13,21842,146910
Peak_3536,chr9,34734,172916
Peak_3537,chr3,91886,121292
Peak_3538,chr7,90938,175609
Peak_3539,chr7,65807,173906
Peak_3540,chr21,81886,189838
Peak_3541,chr14,53694,177332
Peak_3542,chr20,53215,118674
Peak_3543,chr15,45483,194052
Peak_3544,chr16,83856,172297
Peak_3545,chr3,82748,182704
Peak_3546,chr7,62340,141539
Peak_3547,chr15,38084,175817
Peak_3548,chr2,66893,103118
Peak_3549,chr8,46661,107063
Peak_3550,chr5,71374,192157
Peak_3551,chr21,75751,167882
Peak_3552,chr14,4967,141448
Peak_3553,chr18,54290,106772
Peak_3554,chr16,40495,117125
Peak_3555,chr15,3720,131506
Peak_3556,chr1,55401,155499
Peak_3557,chr9,30622,119940
Peak_3558,chr20,64395,135638
Peak_3559,chr11,53569,187950
Peak_3560,chr16,62489,182698
Peak_3561,chr19,96497,142017
Peak_3562,chr14,12141,143782
Peak_3563,chr18,24576,187108
Peak_3564,chr11,64561,123690
Peak_3565,chr12,1988,129459
Peak_3566,chr11,67522,170174
Peak_3567,chr14,11822,167882
Peak_3568,chr15,90389,121463
Peak_3569,chr4,48713,134201
Peak_3570,chr6,62490,102273
Peak_3571,chr1,75439,148436
Peak_3572,chr21,25182,101290
Peak_3573,chr3,31302,196529
Peak_3574,chr12,46627,101277
Peak_3575,chr9,17928,130232
Peak_3576,chr1,53973,111199
Peak_3577,chr20,10394,178950
Peak_3578,chr12,6620,127771
Peak_3579,chr20,44404,173024
Peak_3580,chr7,47443,148176
Peak_3581,chr15,82403,111918
Peak_3582,chr21,64145,116040
Peak_3583,chr18,85883,129406
Peak_3584,chr19,15222,180237
Peak_3585,chr9,92943,104773
Peak_3586,chr22,41458,169235
Peak_3587,chr10,27223,170074
Peak_3588,chr2,60311,145747
Peak_3589,chr12,59776,105103
Peak_3590,chr5,70543,183456
Peak_3591,chr14,11280,180695
Peak_3592,chr19,44178,155183
Peak_3593,chr22,59452,199050
Peak_3594,chr2,58141,114088
Peak_3595,chr3,88752,113008
Peak_3596,chr9,81127,176011
Peak_3597,chr14,51879,115724
Peak_3598,chr11,59377,110784
Peak_3599,chr11,56596,180909
Peak_3600,chr7,83803,187409
Peak_3601,chr2,23395,124736
Peak_3602,chr11,89528,166003
Peak_3603,chr20,3098,174820
Peak_3604,chr2,54876,195601
Peak_3605,chr5,97793,160779
Peak_3606,chr22,39385,178956
Peak_3607,chr20,3209,153000
Peak_3608,chr4,46794,119063
Peak_3609,chr7,59830,158483
Peak_3610,chr8,82367,141841
Peak_3611,chr9,95964,194686
Peak_3612,chr1,2471,103126
Peak_3613,chr7,47795,170301
Peak_3614,chr19,31543,195548
Peak_3615,chr21,87967,141937
Peak_3616,chr15,52300,154146
Peak_3617,chr6,51052,168392
Peak_3618,chr17,93532,101501
Peak_3619,chr22,1834,100292
Peak_3620,chr22,47878,108328
Peak_3621,chr7,77555,157797
Peak_3622,chr1,27397,194877
Peak_3623,chr7,93727,115655
Peak_3624,chr17,14235,100778
Peak_3625,chr10,71383,178847
Peak_3626,chr22,40182,155350
Peak_3627,chr4,99110,166165
Peak_3628,chr6,34149,163042
Peak_3629,chr5,99381,193872
Peak_3630,chr10,89267,160368
Peak_3631,chr20,4063,161662
Peak_3632,chr20,36921,174918
Peak_3633,chr19,79025,118797
Peak_3634,chr6,25127,162091
Peak_3635,chr4,42591,106492
Peak_3636,chr14,67577,107561
Peak_3637,chr8,36753,194185
Peak_3638,chr16,56428,138220
Peak_3639,chr17,29500,147281
Peak_3640,chr18,33426,186322
Peak_3641,chr6,76181,196900
Peak_3642,chr18,76399,130777
Peak_3643,chr11,19147,197731
Peak_3644,chr14,76678,128995
Peak_3645,chr4,54194,143677
Peak_3646,chr22,56694,142157
Peak_3647,chr9,52399,174427
Peak_3648,chr19,1955,135698
Peak_3649,chr1,77821,188449
Peak_3650,chr14,1988,104205
Peak_3651,chr20,74916,113976
Peak_3652,chr22,24613,154045
Peak_3653,chr5,18498,104562
Peak_3654,chr14,80924,124024
Peak_3655,chr1,84421,183777
Peak_3656,chr2,88216,117866
Peak_3657,chr22,67201,188549
Peak_3658,chr15,57035,186391
Peak_3659,chr9,16366,179525
Peak_3660,chr14,81479,133935
Peak_3661,chr12,29884,159838
Peak_3662,chr6,94135,117568
Peak_3663,chr3,69114,186851
Peak_3664,chr4,82843,135332
Peak_3665,chr18,52955,103083
Peak_3666,chr2,78430,184037
Peak_3667,chr17,8000,113318
Peak_3668,chr19,64775,129098
Peak_3669,chr19,5885,125782
Peak_3670,chr21,49927,125587
Peak_3671,chr17,29659,199469
Peak_3672,chr3,49278,111886
Peak_3673,chr21,64583,120312
Peak_3674,chr8,36451,105145
Peak_3675,chr10,71410,146201
Peak_3676,chr9,66799,124902
Peak_3677,chr20,71455,130605
Peak_3678,chr17,35916,193402
Peak_3679,chr16,50650,124424
Peak_3680,chr12,42448,104250
Peak_3681,chr9,79521,120503
Peak_3682,chr11,52490,165268
Peak_3683,chr11,33550,171184
Peak_3684,chr12,49980,155194
Peak_3685,chr21,89629,172251
Peak_3686,chr17,96390,170214
Peak_3687,chr16,2154,165401
Peak_3688,chr5,45506,107844
Peak_3689,chr6,14837,196701
Peak_3690,chr3,61021,128789
Peak_3691,chr3,37180,121812
Peak_3692,chr9,22211,115273
Peak_3693,chr14,39684,145916
Peak_3694,chr17,14342,119033
Peak_3695,chr13,86081,168270
Peak_3696,chr12,74047,175099
Peak_3697,chr1,66013,101238
Peak_3698,chr4,1881,198822
Peak_3699,chr1,73929,120846
Peak_3700,chr19,65690,178914
Peak_3701,chr16,85312,121727
Peak_3702,chr13,43168,146323
Peak_3703,chr13,21419,140911
Peak_3704,chr5,10699,126030
Peak_3705,chr4,24801,169384
Peak_3706,chr19,31590,170523
Peak_3707,chr14,28482,197567
Peak_3708,chr11,21891,147729
Peak_3709,chr5,68358,105942
Peak_3710,chr10,19837,184265
Peak_3711,chr15,32148,161866
Peak_3712,chr11,9616,101680
Peak_3713,chr1,91897,157764
Peak_3714,chr6,25508,146134
Peak_3715,chr19,58324,195164
Peak_3716,chr8,89437,157669
Peak_3717,chr5,22939,132729
Peak_3718,chr12,84352,114640
Peak_3719,chr7,81536,123418
Peak_3720,chr2,42165,176819
Peak_3721,chr21,47982,162634
Peak_3722,chr13,41128,182646
Peak_3723,chr18,1388,146797
Peak_3724,chr20,51151,189024
Peak_3725,chr17,74320,162478
Peak_3726,chr13,2182,190704
Peak_3727,chr14,26225,198669
Peak_3728,chr12,33658,135874
Peak_3729,chr18,24405,195776
Peak_3730,chr10,16822,136187
Peak_3731,chr6,16992,159159
Peak_3732,chr20,50863,114407
Peak_3733,chr22,85431,110768
Peak_3734,chr3,65340,197107
Peak_3735,chr21,42736,143517
Peak_3736,chr4,24853,125336
Peak_3737,chr16,12504,140417
Peak_3738,chr1,88917,149739
Peak_3739,chr20,78397,166436
Peak_3740,chr20,82385,166143
Peak_3741,chr22,70211,125096
Peak_3742,chr12,51817,110128
Peak_3743,chr9,3268,171219
Peak_3744,chr8,51443,183971
Peak_3745,chr20,94047,114731
Peak_3746,chr12,68439,161600
Peak_3747,chr9,55827,112406
Peak_3748,chr14,40169,158531
Peak_3749,chr17,36900,150705
Peak_3750,chr13,10616,162983
Peak_3751,chr10,52547,133120
Peak_3752,chr2,20954,115759
Peak_3753,chr19,65198,172217
Peak_3754,chr6,91385,197086
Peak_3755,chr4,56182,122113
Peak_3756,chr3,70003,118136
Peak_3757,chr13,79463,150978
Peak_3758,chr19,46352,161913
Peak_3759,chr18,57255,146490
Peak_3760,chr12,38271,141648
Peak_3761,chr17,69844,135365
Peak_3762,chr14,19632,108808
Peak_3763,chr22,24948,144211
Peak_3764,chr8,35182,105463
Peak_3765,chr9,91339,133129
Peak_3766,chr11,50750,187391
Peak_3767,chr2,12656,100851
Peak_3768,chr2,41805,161945
Peak_3769,chr7,8369,185330
Peak_3770,chr16,10832,184068
Peak_3771,chr5,57510,145302
Peak_3772,chr22,13508,142280
Peak_3773,chr11,39020,118323
Peak_3774,chr12,28699,186299
Peak_3775,chr7,93454,147662
Peak_3776,chr11,2414,128768
Peak_3777,chr8,51580,120310
Peak_3778,chr6,79661,117278
Peak_3779,chr15,62756,186725
Peak_3780,chr6,27879,195086
Peak_3781,chr2,45271,181626
Peak_3782,chr21,29556,189468
Peak_3783,chr7,43627,144751
Peak_3784,chr8,21735,124879
Peak_3785,chr14,22908,196362
Peak_3786,chr16,88649,152748
Peak_3787,chr4,38666,195811
Peak_3788,chr15,85718,112123
Peak_3789,chr4,3261,183930
Peak_3790,chr17,76055,197088
Peak_3791,chr12,16734,102927
Peak_3792,chr7,3705,112397
Peak_3793,chr12,86260,186539
Peak_3794,chr19,22703,195772
Peak_3795,chr21,42617,165355
Peak_3796,chr13,79714,139569
Peak_3797,chr21,87332,154311
Peak_3798,chr1,59415,173734
Peak_3799,chr7,46825,154576
Peak_3800,chr21,85927,135614
Peak_3801,chr3,44779,120511
Peak_3802,chr21,98375,124300
Peak_3803,chr4,89660,155229
Peak_3804,chr10,52822,102907
Peak_3805,chr19,83469,189583
Peak_3806,chr19,68406,170608
Peak_3807,chr10,9028,184234
Peak_3808,chr13,8564,107167
Peak_3809,chr4,63028,176165
Peak_3810,chr1,20416,184530
Peak_3811,chr12,98197,143527
Peak_3812,chr18,22573,106179
Peak_3813,chr1,65360,134298
Peak_3814,chr13,61669,173635
Peak_3815,chr20,53416,106482
Peak_3816,chr17,78099,153804
Peak_3817,chr22,10672,113538
Peak_3818,chr19,37099,103658
Peak_3819,chr4,74661,167695
Peak_3820,chr1,1161,155694
Peak_3821,chr4,47034,197570
Peak_3822,chr22,94381,155074
Peak_3823,chr11,79515,180073
Peak_3824,chr7,65064,117221
Peak_3825,chr22,41700,157436
Peak_3826,chr1,70343,118131
Peak_3827,chr8,3943,181552
Peak_3828,chr20,30351,197813
Peak_3829,chr2,44917,188763
Peak_3830,chr19,50709,129023
Peak_3831,chr10,39065,154366
Peak_3832,chr22,77878,174691
Peak_3833,chr14,67072,121094
Peak_3834,chr9,13129,170611
Peak_3835,chr16,55785,148114
Peak_3836,chr13,67503,180651
Peak_3837,chr4,51809,175723
Peak_3838,chr13,84691,115539
Peak_3839,chr12,21280,157224
Peak_3840,chr4,7371,159433
Peak_3841,chr5,46112,153186
Peak_3842,chr14,96364,119999
Peak_3843,chr7,54905,127644
Peak_3844,chr4,80355,128113
Peak_3845,chr14,17045,129001
Peak_3846,chr22,55155,112044
Peak_3847,chr14,16333,161342
Peak_3848,chr19,32120,145556
Peak_3849,chr19,39083,104710
Peak_3850,chr8,16992,128896
Peak_3851,chr11,53706,163831
Peak_3852,chr10,18120,132689
Peak_3853,chr3,12740,140761
Peak_3854,chr12,13580,115645
Peak_3855,chr9,44027,183411
Peak_3856,chr11,74351,139175
Peak_3857,chr19,86546,171866
Peak_3858,chr1,23158,104530
Peak_3859,chr4,80450,127280
Peak_3860,chr16,54026,127076
Peak_3861,chr21,78453,146128
Peak_3862,chr22,49368,159426
Peak_3863,chr8,38478,189222
Peak_3864,chr20,60942,114109
Peak_3865,chr5,64865,145773
Peak_3866,chr11,89524,197315
Peak_3867,chr20,36987,150097
Peak_3868,chr16,7516,119065
Peak_3869,chr10,7660,185285
Peak_3870,chr13,62066,154005
Peak_3871,chr20,98287,164713
Peak_3872,chr11,90026,123237
Peak_3873,chr7,42604,187110
Peak_3874,chr14,62907,143996
Peak_3875,chr16,13145,188000
Peak_3876,chr12,72460,107152
Peak_3877,chr4,70719,166246
Peak_3878,chr20,67081,131593
Peak_3879,chr12,27020,174487
Peak_3880,chr2,16630,183559
Peak_3881,chr13,95867,189600
Peak_3882,chr6,9004,169958
Peak_3883,chr5,37132,104085
Peak_3884,chr11,89853,127477
Peak_3885,chr20,33721,131493
Peak_3886,chr2,67665,146084
Peak_3887,chr15,5531,120618
Peak_3888,chr4,33558,114883
Peak_3889,chr4,17806,187895
Peak_3890,chr2,12683,113958
Peak_3891,chr20,28013,191245
Peak_3892,chr19,95598,151106
Peak_3893,chr12,27504,167193
Peak_3894,chr8,21689,160894
Peak_3895,chr18,72909,185500
Peak_3896,chr13,97600,109312
Peak_3897,chr12,32412,188064
Peak_3898,chr6,99907,196674
Peak_3899,chr14,74617,107403
Peak_3900,chr17,64212,185129
Peak_3901,chr17,8191,151732
Peak_3902,chr3,46998,181940
Peak_3903,chr6,24724,135621
Peak_3904,chr22,8548,141095
Peak_3905,chr19,92472,165489
Peak_3906,chr14,99375,131442
Peak_3907,chr17,3548,187326
Peak_3908,chr11,26890,194593
Peak_3909,chr3,60989,131733
Peak_3910,chr6,71190,136930
Peak_3911,chr2,53888,120305
Peak_3912,chr6,85272,175074
Peak_3913,chr6,6949,170248
Peak_3914,chr22,50909,171606
Peak_3915,chr16,89658,132199
Peak_3916,chr11,96499,140103
Peak_3917,chr10,65843,191805
Peak_3918,chr14,37967,199795
Peak_3919,chr13,99198,132973
Peak_3920,chr16,17601,165496
Peak_3921,chr7,97923,138088
Peak_3922,chr21,18877,153459
Peak_3923,chr12,35438,188851
Peak_3924,chr4,95038,166621
Peak_3925,chr21,28207,121054
Peak_3926,chr18,99303,152366
Peak_3927,chr18,68770,118960
Peak_3928,chr17,74059,179153
Peak_3929,chr18,31779,194637
Peak_3930,chr2,45506,132541
Peak_3931,chr9,41428,157835
Peak_3932,chr7,45734,191837
Peak_3933,chr8,51218,180280
Peak_3934,chr5,5679,185081
Peak_3935,chr9,51275,152448
Peak_3936,chr2,43482,179896
Peak_3937,chr22,40832,195345
Peak_3938,chr22,33002,116446
Peak_3939,chr15,45833,126892
Peak_3940,chr15,31369,100931
Peak_3941,chr12,89104,140699
Peak_3942,chr2,59453,180536
Peak_3943,chr11,4480,184515
Peak_3944,chr12,17929,197166
Peak_3945,chr9,99737,195224
Peak_3946,chr13,17288,130072
Peak_3947,chr2,20333,184892
Peak_3948,chr3,14353,191175
Peak_3949,chr4,13537,159513
Peak_3950,chr9,23200,167124
Peak_3951,chr18,24503,132109
Peak_3952,chr1,99503,119486
Peak_3953,chr2,38404,158558
Peak_3954,chr3,55476,175251
Peak_3955,chr11,14388,123186
Peak_3956,chr9,7831,141945
Peak_3957,chr2,61613,107579
Peak_3958,chr7,8092,103099
Peak_3959,chr2,46559,138094
Peak_3960,chr15,77797,167275
Peak_3961,chr10,6436,139873
Peak_3962,chr7,5182,181600
Peak_3963,chr11,61553,126609
Peak_3964,chr15,7578,113299
Peak_3965,chr20,32297,183746
Peak_3966,chr10,53153,182223
Peak_3967,chr3,79062,163811
Peak_3968,chr3,69923,117842
Peak_3969,chr11,94514,177247
Peak_3970,chr14,70627,141306
Peak_3971,chr17,6261,168915
Peak_3972,chr10,59499,198069
Peak_3973,chr21,91699,192206
Peak_3974,chr3,51688,194815
Peak_3975,chr9,50204,121659
Peak_3976,chr11,3134,168174
Peak_3977,chr18,12769,192377
Peak_3978,chr6,61771,188772
Peak_3979,chr3,43670,188276
Peak_3980,chr11,27088,189194
Peak_3981,chr6,25663,193863
Peak_3982,chr2,20005,176342
Peak_3983,chr6,96558,131496
Peak_3984,chr4,35167,137850
Peak_3985,chr16,87346,150500
Peak_3986,chr21,33070,154394
Peak_3987,chr1,52201,100042
Peak_3988,chr14,11107,143208
Peak_3989,chr4,90133,179465
Peak_3990,chr3,65561,133246
Peak_3991,chr1,80944,140008
Peak_3992,chr2,86112,174894
Peak_3993,chr14,1119,110526
Peak_3994,chr18,5647,114494
Peak_3995,chr18,2381,123313
Peak_3996,chr19,73059,184888
Peak_3997,chr13,65175,182312
Peak_3998,chr14,74839,178970
Peak_3999,chr21,78492,114274
Peak_4000,chr14,59764,134380
Peak_4001,chr21,68187,180063
Peak_4002,chr7,33683,130475
Peak_4003,chr8,36758,138983
Peak_4004,chr22,91008,194220
Peak_4005,chr13,41327,143061
Peak_4006,chr15,2703,153577
Peak_4007,chr16,62733,135072
Peak_4008,chr9,38544,183145
Peak_4009,chr1,89885,102062
Peak_4010,chr3,52484,105824
Peak_4011,chr4,66178,194194
Peak_4012,chr2,93272,144917
Peak_4013,chr11,95707,140756
Peak_4014,chr9,32398,162467
Peak_4015,chr3,3471,153010
Peak_4016,chr12,64457,122122
Peak_4017,chr10,19774,110127
Peak_4018,chr16,2670,142658
Peak_4019,chr11,82989,102519
Peak_4020,chr21,47135,171601
Peak_4021,chr18,82422,169492
Peak_4022,chr6,86041,102211
Peak_4023,chr2,40753,118276
Peak_4024,chr12,97256,115517
Peak_4025,chr21,6919,162015
Peak_4026,chr6,41731,141122
Peak_4027,chr14,9779,179543
Peak_4028,chr2,94267,179343
Peak_4029,chr11,85392,101851
Peak_4030,chr14,36981,119460
Peak_4031,chr18,22191,109709
Peak_4032,chr6,28334,142072
Peak_4033,chr14,21870,196782
Peak_4034,chr3,78422,124608
Peak_4035,chr3,67435,199969
Peak_4036,chr10,96668,138046
Peak_4037,chr20,97164,160656
Peak_4038,chr10,78441,109645
Peak_4039,chr7,84798,120016
Peak_4040,chr18,35446,106202
Peak_4041,chr14,1497,175177
Peak_4042,chr18,63001,158823
Peak_4043,chr18,50293,141422
Peak_4044,chr4,57693,180915
Peak_4045,chr20,14169,119938
Peak_4046,chr3,82933,169493
Peak_4047,chr7,74214,190713
Peak_4048,chr9,82950,175197
Peak_4049,chr18,70152,192461
Peak_4050,chr2,51064,196343
Peak_4051,chr21,31913,195695
Peak_4052,chr12,6076,177401
Peak_4053,chr8,14285,105213
Peak_4054,chr17,47891,164520
Peak_4055,chr12,14483,123807
Peak_4056,chr4,68823,128344
Peak_4057,chr22,21262,176150
Peak_4058,chr12,29212,158172
Peak_4059,chr6,32918,105025
Peak_4060,chr20,44553,170236
Peak_4061,chr6,73954,124586
Peak_4062,chr17,83208,101176
Peak_4063,chr2,40122,174024
Peak_4064,chr11,7076,114900
Peak_4065,chr5,55273,134853
Peak_4066,chr12,13063,124609
Peak_4067,chr16,33425,126493
Peak_4068,chr6,65150,140253
Peak_4069,chr9,31397,174172
Peak_4070,chr16,10197,174984
Peak_4071,chr16,60348,197632
Peak_4072,chr19,62173,143462
Peak_4073,chr19,49178,184191
Peak_4074,chr17,29258,189091
Peak_4075,chr3,46934,157925
Peak_4076,chr5,21098,114914
Peak_4077,chr20,33147,116911
Peak_4078,chr16,46155,149946
Peak_4079,chr13,98277,145838
Peak_4080,chr21,14607,194871
Peak_4081,chr22,19422,106251
Peak_4082,chr20,91670,197185
Peak_4083,chr18,45950,191353
Peak_4084,chr4,79126,133583
Peak_4085,chr2,94059,149580
Peak_4086,chr21,7422,171896
Peak_4087,chr5,68285,129729
Peak_4088,chr21,59735,168911
Peak_4089,chr2,20589,108399
Peak_4090,chr6,8031,133279
Peak_4091,chr11,25216,114153
Peak_4092,chr2,37677,107541
Peak_4093,chr14,35868,182914
Peak_4094,chr19,75542,115180
Peak_4095,chr18,86219,191523
Peak_4096,chr11,6433,181852
Peak_4097,chr17,48009,152796
Peak_4098,chr18,47821,132969
Peak_4099,chr10,32732,113672
Peak_4100,chr12,15386,130127
Peak_4101,chr6,86557,152742
Peak_4102,chr21,37119,179559
Peak_4103,chr3,61424,148157
Peak_4104,chr7,42530,169916
Peak_4105,chr10,71403,112362
Peak_4106,chr1,42065,180753
Peak_4107,chr21,29368,121260
Peak_4108,chr1,62102,139070
Peak_4109,chr21,12898,122624
Peak_4110,chr8,44794,102565
Peak_4111,chr22,91726,188351
Peak_4112,chr5,37774,140200
Peak_4113,chr1,3555,105942
Peak_4114,chr7,59946,117307
Peak_4115,chr6,67607,100622
Peak_4116,chr6,12419,176500
Peak_4117,chr9,72657,190365
Peak_4118,chr11,52156,147155
Peak_4119,chr19,98879,160915
Peak_4120,chr11,52459,132500
Peak_4121,chr7,41237,164447
Peak_4122,chr2,20051,178332
Peak_4123,chr14,69630,151885
Peak_4124,chr3,55735,119006
Peak_4125,chr4,86424,166804
Peak_4126,chr12,51226,130880
Peak_4127,chr14,35900,152485
Peak_4128,chr11,98450,196148
Peak_4129,chr21,51136,164367
Peak_4130,chr5,51738,145823
Peak_4131,chr19,66016,141706
Peak_4132,chr20,9877,181531
Peak_4133,chr11,16317,138901
Peak_4134,chr15,24007,177721
Peak_4135,chr20,71751,185436
Peak_4136,chr6,70600,131286
Peak_4137,chr13,83097,127769
Peak_4138,chr7,55716,115892
Peak_4139,chr17,31342,190959
Peak_4140,chr13,72141,194326
Peak_4141,chr18,45485,154613
Peak_4142,chr7,88157,127219
Peak_4143,chr2,93420,136680
Peak_4144,chr10,84327,156602
Peak_4145,chr15,42687,145489
Peak_4146,chr3,10755,157674
Peak_4147,chr7,84049,127930
Peak_4148,chr20,66087,163720
Peak_4149,chr14,22513,194961
Peak_4150,chr16,5957,188956
Peak_4151,chr3,11045,165705
Peak_4152,chr7,45909,167254
Peak_4153,chr4,79700,100193
Peak_4154,chr16,66345,148127
Peak_4155,chr8,20260,114424
Peak_4156,chr19,62111,130372
Peak_4157,chr12,93091,101285
Peak_4158,chr9,33963,142907
Peak_4159,chr17,62538,173968
Peak_4160,chr10,44923,166333
Peak_4161,chr8,47254,174858
Peak_4162,chr17,97600,172918
Peak_4163,chr22,73101,194074
Peak_4164,chr1,7067,167850
Peak_4165,chr19,33838,173818
Peak_4166,chr11,63778,175430
